iter,total,corr,reproj,scale_reg,tz_reg,scale,tz
0,2.45769167,2.45769167,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1,2.39994979,2.39987206,0.07770682,0.00002500,0.00002500,1.00501263,0.00500000
2,2.34286118,2.34255481,0.30641091,0.00009998,0.00009994,1.01004922,0.00999679
3,2.28643417,2.28575420,0.67947209,0.00022490,0.00022465,1.01510954,0.01498819
4,2.23067904,2.22948790,1.19026327,0.00039967,0.00039888,1.02019298,0.01997200
5,2.17560863,2.17377520,1.83207750,0.00062421,0.00062230,1.02529883,0.02494600
6,2.12123156,2.11863136,2.59828758,0.00089837,0.00089449,1.03042662,0.02990797
7,2.06756163,2.06407690,3.48222589,0.00122200,0.00121492,1.03557527,0.03485567
8,2.01460385,2.01012325,4.47727776,0.00159492,0.00158300,1.04074466,0.03978687
9,1.96237123,1.95679033,5.57688093,0.00201690,0.00199803,1.04593360,0.04469932
10,1.91087294,1.90409350,6.77439737,0.00248769,0.00245925,1.05114150,0.04959080
11,1.86011589,1.85204649,8.06341553,0.00300702,0.00296579,1.05636764,0.05445907
12,1.81011021,1.80066562,9.43747234,0.00357456,0.00351672,1.06161106,0.05930195
13,1.76086318,1.74996459,10.89032173,0.00418997,0.00411102,1.06687093,0.06411723
14,1.71238267,1.69995737,12.41565990,0.00485288,0.00474759,1.07214642,0.06890275
15,1.66467559,1.65065718,14.00734711,0.00556287,0.00542526,1.07743657,0.07365638
16,1.61774862,1.60207665,15.65942574,0.00631949,0.00614280,1.08274043,0.07837599
17,1.57160842,1.55422843,17.36588669,0.00712228,0.00689888,1.08805704,0.08305950
18,1.52626002,1.50712323,19.12099838,0.00797070,0.00769215,1.09338546,0.08770487
19,1.48170912,1.46077263,20.91917419,0.00886423,0.00852115,1.09872448,0.09231009
20,1.43796003,1.41518617,22.75472069,0.00980227,0.00938441,1.10407341,0.09687316
21,1.39501667,1.37037301,24.62263489,0.01078422,0.01028037,1.10943079,0.10139216
22,1.35288405,1.32634366,26.51739120,0.01180943,0.01120744,1.11479568,0.10586519
23,1.31156385,1.28310478,28.43402672,0.01287721,0.01216397,1.12016702,0.11029040
24,1.27105963,1.24066472,30.36787415,0.01398686,0.01314829,1.12554348,0.11466599
